id,code,name,dept_id,credits,description,avg_gpa,difficulty,enrollment,rating
AFST379,AFST 379,Postcolonial Literatures,AFST,3,"Exploration of key terms, themes and debates within global literature written by colonized, occupied and diasporic peoples.",-1,Unknown,0,3.0
AFST391,AFST 391,Africana Feminisms,AFST,3,"Exploration of a significant topic in feminist theory by and about women from Africa and/or its Diaspora, from various disciplinary perspectives and historical periods, and with application to societal debates and controversies.",-1,Unknown,0,3.0
AFST393,AFST 393,Studies in Africana Literature and Culture,AFST,3,"Literary movements, genres, groups of authors, topics or issues in the literature and culture of people of African descent.",-1,Unknown,0,3.0
AFST398,AFST 398,Africana Cinema,AFST,3,Overview of African cinema; historical survey of cinema from Africa and the African Diaspora; introducing films produced in several geographical regions and reflecting different filmmaking traditions. May be taken two times for credit.,-1,Unknown,0,3.0
AFST400,AFST 400,Global Africa,AFST,3,"Exploration of African diaspora around the world; examination of the historic globality of Africa with a focus on Black artistic expression and its impact on global culture; investigation of Black cultures’ interactions with music, literature, performing arts, visual arts, religions, and social movements.",-1,Unknown,0,3.0
AFST401,AFST 401,Slavery in World History,AFST,3,"Comparative history of human slavery; slavery in the Ancient World, Asia, Africa; varieties of modern slavery in the New World since 1500; abolition of slavery and continuing forms of human bondage in the contemporary world.",-1,Unknown,0,3.0
AFST422,AFST 422,"Race, Ethnicity, Crime and Justice",AFST,3,"Racial/ethnic disparities in criminal offending and victimization, as well as different experiences with law enforcement, judicial, and correctional agencies.",-1,Unknown,0,3.0
AFST425,AFST 425,Communication and Black Freedom Dreams,AFST,3,"Examination of historical and contemporary communication practices of Black freedom activities, movements, and organizations in the United States and around the globe.",-1,Unknown,0,3.0
AFST430,AFST 430,African American Muslim Culture,AFST,3,"Exploration of popular culture and its impact on African American Muslims' intersectional identity formation and faith tradition through films, documentaries, readings, and lectures on and about Muslims emanating from enslaved narratives and the colonial period to the contemporary era.",-1,Unknown,0,3.0
AFST481,AFST 481,Seminar,AFST,3,"Comparative studies of slave societies in the modern world; history and analysis of African American feminism; comparative analyses of the social, political, and economic condition of African Americans and other African peoples of the diaspora.",-1,Unknown,0,3.0
AFST484,AFST 484,Internship,AFST,4,Directed internship in a public or private organization to provide students with applied experience; opportunity to observe first hand issues and problems covered in Africana Studies courses; designed to enhance and clarify the student's career objectives.,-1,Unknown,0,3.0
AFST485,AFST 485,Directed Studies,AFST,3,Selected fields of Africana Studies not covered in depth by other courses. Reports and extensive reading required. May be repeated for credit.,-1,Unknown,0,3.0
AFST489,AFST 489,Special Topics in…,AFST,4,Selected topics in Africana Studies. May be repeated for credit.,-1,Unknown,0,3.0
AFST491,AFST 491,Research,AFST,3,Research conducted under the direction of a faculty member in Africana Studies. May be taken for a maximum of 18 hours credit.,-1,Unknown,0,3.0
AGCJ105,AGCJ 105,Introduction to Agriculture and Life Sciences Communications,AGCJ,3,"Introduction to journalism and mass communication, its history, role in society, and unique role in agriculture; importance of journalism mass communication and the communication methods used in modern society; foundation for an understanding of agricultural news and information and how it is delivered to broad audiences. Only one of the following will satisfy the requirements for a degree: AGCJ 105 or JOUR 102 .",3.24,Challenging,81,4.6
AGCJ281,AGCJ 281,Media Concepts in Agriculture and Life Sciences,AGCJ,3,"Preparation for the job and internship search process, practicing interview skills, and identification of the skills necessary to grow in and contribute to the agricultural communications and journalism profession; identification of challenges and opportunities facing professional agricultural communicators and journalists; identification and analysis of industry-wide issues; learning how to think critically about the news.",3.55,Moderate,50,2.7
AGCJ285,AGCJ 285,Directed Studies,AGCJ,4,"Directed study of selected issue in field of agricultural communications with emphasis on collection, synthesis and interpretation of information.",-1,Unknown,0,3.0
AGCJ289,AGCJ 289,Special Topics in...,AGCJ,4,Special topics in an identified area of agricultural development. May be repeated for credit.,-1,Unknown,0,3.0
AGCJ291,AGCJ 291,Research,AGCJ,4,Research conducted under the direction of faculty member in agricultural communications and journalism. May be repeated 2 times for credit.,-1,Unknown,0,3.0
AGCJ301,AGCJ 301,Media Production in Agriculture and Life Sciences,AGCJ,3,"Application of principles of media production in photography, videography, and podcasting within the context of agriculture and life sciences; exploration of pre-production planning and writing, production, post-production, camera techniques, equipment use, video editing and graphics, and sound editing; exploration of unique techniques used for media production in the complex fields of agriculture and life sciences.",3.87,Light,34,2.0
AGCJ306,AGCJ 306,Theory and Practice of Public Relations in Agriculture and Life Sciences,AGCJ,3,"Exploration of the unique relationships among agricultural stakeholders; topics include writing public relations objectives, strategies, tactics, and evaluation of public relations plans and strategies.",3.79,Light,70,4.7
AGCJ307,AGCJ 307,Design for Agricultural Media,AGCJ,3,"Principles and practices of agricultural media design, including design and production of printed publications and graphics; computer assisted design and production of media pieces. Required for AGCJ majors and minors.",3.42,Moderate,47,2.4
AGCJ308,AGCJ 308,Agricultural Photography,AGCJ,3,"Develop knowledge of photography, editing software, and composition techniques used in the agricultural communications field; develop photography and photo editing skills to a satisfactory level as demonstrated by performance on assignments and exams.",-1,Unknown,0,3.6
AGCJ309,AGCJ 309,Data Storytelling in Agriculture & Life Sciences Communications,AGCJ,3,"Data Storytelling in Agriculture & Life Sciences Communications.   Fundamentals of effective data-driven storytelling; detection and articulation of the stories behind datasets; communication in visual, oral, and written contexts for various audiences and publics; use of data analysis, evaluation, and other tools to create media stories in the context of agricultural and life sciences.",-1,Unknown,0,3.0
AGCJ311,AGCJ 311,Introduction to Research in Agriculture and Life Sciences Communications,AGCJ,3,"Explanation of research and its ethics; development of research questions for audience, journalism and communications research; analysis of research designs and methods use of journalism, audience and communications research; topics include describing data collection methods and strategies, including interviews, observations, focus groups, surveys and content analyses; identification of research problems.",3.58,Moderate,24,3.0
AGCJ312,AGCJ 312,Editing in Agriculture and Life Sciences,AGCJ,3,"Principles and practices of editing for agricultural and technical audiences including improving and tightening copy; writing headlines, titles, and subheads; photo editing and captions, graphics and layout; print, broadcast, interactive and other media.",3.55,Moderate,44,5.0
AGCJ313,AGCJ 313,Media Writing in Agriculture and Life Sciences I,AGCJ,3,"Newsgathering, writing, editing and ethics for all types of media used in agriculture and life sciences communications.",3.17,Challenging,48,2.9
