name,category,address,city,state,zip_code,phone,website,email,distance_miles,business_size,source,area_label,latitude,longitude,matched_place_id,matched_place_confidence,slug
Lucky Goat Coffee - Jones Crossing,Coffee,Suite 800 Wellborn Road,College Station,TX,77845,(979) 450-7565,https://luckygoatcoffee.com/pages/jones-crossing,jonescrossing@luckygoatcoffee.com,2.49,Local Independent/Franchise,OpenStreetMap,College Station,30.5843956,-96.3238481,osm:node:13346560502,1.0,lucky-goat-coffee---jones-crossing
Mojo Tortilla Co.,Restaurant,3125 Texas Avenue South,College Station,TX,77845,,,,3.07,Local Independent/Franchise,OpenStreetMap,College Station,30.594757,-96.2929688,osm:way:1180579828,1.0,mojo-tortilla-co
El Silverado Rodeo,Events Venue,,College Station,TX,,,,,6.27,Local Independent/Franchise,OpenStreetMap,College Station,30.6837587,-96.4100122,osm:way:1189023680,0.84,el-silverado-rodeo
Moore Family Creamery,Ice Cream,,College Station,TX,,,,,0.57,Local Independent/Franchise,OpenStreetMap,College Station,30.6104094,-96.3367865,osm:way:1212194159,0.84,moore-family-creamery
BonAppeTea,Cafe,112 Nagle Street,College Station,TX,77840,(979) 704-5124,https://bonappeteatx.com/,info@bonappeteatx.com,0.45,Local Independent/Franchise,OpenStreetMap,College Station,30.6207541,-96.3437315,osm:way:1214015164,1.0,bonappetea
TaD's Louisiana Cooking,Restaurant,,College Station,TX,,,,,6.22,Local Independent/Franchise,OpenStreetMap,College Station,30.5612712,-96.2560521,osm:way:1216154186,0.84,tad-s-louisiana-cooking
Legends Event Center,Events Venue,2533 Midtown Park Boulevard,Bryan,TX,77801,,https://bryanlegends.com/,info@BryanLegends.com,2.36,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",Bryan,30.6422872,-96.3651805,osm:way:1265544202,1.0,legends-event-center
Wild Pita,Restaurant,1437 Wellborn Road,College Station,TX,77840,,,,1.97,Local Independent/Franchise,OpenStreetMap,College Station,30.5907067,-96.3298749,osm:way:1279749418,1.0,wild-pita
Bimbo Bakeries,Bakery,907 North Earl Rudder Freeway,Bryan,TX,77802,,,,3.76,Local Independent/Franchise,OpenStreetMap,Bryan,30.6730277,-96.3405754,osm:way:1368022183,1.0,bimbo-bakeries
Jack Hilliard Distributing,,,College Station,TX,,,http://aggielandbud.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,jack-hilliard-distributing
Insurance with Shamone,,,College Station,TX,,,http://insurancewithshamone.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,insurance-with-shamone
Ozona Grill & Bar,Restaurant,520 Harvey Road,College Station,TX,77840,(979) 694-4618,https://ozonagrill.com/,ozona@ozonagrill.com,1.38,Local Independent/Franchise,OpenStreetMap,College Station,30.6193221,-96.3133251,osm:way:407839178,1.0,ozona-grill---bar
Grand Station Entertainment,Bowling Alley,,College Station,TX,77840,(979) 696-1100,https://grandstationent.com/,,2.25,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6206699,-96.2987494,osm:way:407840140,0.84,grand-station-entertainment
Jesse's Taqueria & Bakery,,,College Station,TX,77802,(979) 485-9841,https://lovejessestacos.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,jesse-s-taqueria---bakery
Tacobar,Restaurant,,College Station,TX,,,http://tacobarbcs.com/,,1.86,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.5922924,-96.3305832,osm:node:8568372805,0.84,tacobar
Integrity Urgent Care- Century Square,,,College Station,TX,,,http://integrityuc.com/,,,Local Chamber Member,BCS Chamber,Century Square,,,,,integrity-urgent-care--century-square
Willie’s Grill & Icehouse,Restaurant,940 University Drive East,College Station,TX,77840,(979) 268-1450,https://williesgrillandicehouse.com/,,1.34,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",Northgate,30.6348763,-96.3239815,osm:way:407979793,1.0,willie-s-grill---icehouse
Imagine Advertising Studio,,,College Station,TX,77840,(979) 587-9627,https://imagineadvertisingstudio.com/,info@imagineadvertisingstudio.com,,Local Chamber Member,BCS Chamber,College Station,,,,,imagine-advertising-studio
"Brazos Valley Welding Supply, Inc.",,,College Station,TX,,,http://brazosvalleywelding.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-welding-supply--inc
Satterfield Group,,,College Station,TX,,,http://satterfieldgroup.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,satterfield-group
Koala's Bakery & Cafe - Bryan,,,College Station,TX,,,http://koalabakery.net/,,,Local Chamber Member,BCS Chamber,College Station,,,,,koala-s-bakery---cafe---bryan
Southwest Agribusiness Consulting,,,College Station,TX,77878,(979) 272-0539,http://agconsult.net/,,,Local Chamber Member,BCS Chamber,College Station,,,,,southwest-agribusiness-consulting
Shiraz Shish Kabob,Restaurant,110 Dominik Drive,College Station,TX,77840,(979) 694-8385,https://shirazshishkabob.com/,shirazshishkabob@gmail.com,0.9,Local Independent/Franchise,OpenStreetMap,College Station,30.6183439,-96.3213336,osm:way:408350618,1.0,shiraz-shish-kabob
H&J's Tea House,Cafe,550 3700 S Texas Ave,College Station,TX,,(979) 326-0432,https://hnjsteahouse.carrd.co/,,1.45,Local Independent/Franchise,OpenStreetMap,College Station,30.6373602,-96.3477382,osm:node:9630577474,1.0,h-j-s-tea-house
Saint Francis Wolf Sanctuary,,,College Station,TX,77868,(936) 894-9653,http://saintfranciswolfsanctuary.org/,info@wolvesofsaintfrancis.org,,Local Chamber Member,BCS Chamber,College Station,,,,,saint-francis-wolf-sanctuary
J's Poppin,,,College Station,TX,,(817) 805-3206,http://jspoppin.com/,jarrod.jackson@jspoppin.com,,Local Chamber Member,BCS Chamber,College Station,,,,,j-s-poppin
Bryan ISD,,,College Station,TX,,,http://bryanisd.org/,,,Local Chamber Member,BCS Chamber,College Station,30.6644102,-96.3849348,osm:way:532412335,0.84,bryan-isd
Jubilee Birth Center,,,College Station,TX,,,http://jubileebirthcenter.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,jubilee-birth-center
"B&B Collaborative, LLC",,,College Station,TX,,,http://bnbcollaborative.com/,brynnvbiggs@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,b-b-collaborative--llc
"Kingsley Cleaners, LLC",,,College Station,TX,,(682) 407-8024,https://kingsleycleaners.com/,info@kingsleycleaners.com,,Local Chamber Member,BCS Chamber,College Station,,,,,kingsley-cleaners--llc
Los Cucos Mexican Restaurant,Restaurant,920 North Earl Rudder Freeway,Bryan,TX,77802,,http://chuys.com/,,3.81,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",Bryan,30.6738531,-96.3375178,osm:way:408487721,1.0,los-cucos-mexican-restaurant
StretchLab College Station,,,College Station,TX,77845,(979) 314-5995,https://stretchlab.com/location/collegestation,collegestation@stretchlab.com,,Local Chamber Member,BCS Chamber,College Station,,,,,stretchlab-college-station
Sysco Houston,,,College Station,TX,,,http://sysco.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,sysco-houston
Lupe Tortilla,Restaurant,813 Texas Avenue South,College Station,TX,,,http:///,,0.56,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6252737,-96.3309196,osm:way:408628419,1.0,lupe-tortilla
Keller Williams Realty - Brazos Valley,,,College Station,TX,,,http://kwbcs.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,keller-williams-realty---brazos-valley
Joe Horak Agency - Farmers Insurance,,,College Station,TX,77845,(979) 977-4523,https://agents.farmers.com/jhorak,,,Local Chamber Member,BCS Chamber,College Station,,,,,joe-horak-agency---farmers-insurance
TAZ Indian Cuisine,Restaurant,2416A Texas Avenue South,College Station,TX,77840,(979) 696-6560,http://tazcuisine.com/,,1.74,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6064933,-96.3109464,osm:node:9980492796,1.0,taz-indian-cuisine
KEOS Community Radio 89.1 FM,,,College Station,TX,,,http://keos.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,keos-community-radio-89-1-fm
"Junior League of Bryan-College Station, Inc.",,"The Junior League of Bryan-College Station is an organization of women committed to promoting voluntarism, developing the potential of women and improving our community., The Junior League of Bryan-College Station is an organization of women committed to promoting voluntarism, developing the potential of women and improving our community.",College Station,TX,,,http://jlbcs.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,junior-league-of-bryan-college-station--inc
Canteen Bar & Grill,Restaurant,200 Century Court,College Station,TX,77840,(979) 485-5586,https://cavalrycourt.com/canteen-bar-college-station-dining.htm,,0.54,Local Independent/Franchise,OpenStreetMap,College Station,30.6257574,-96.3403097,osm:node:9980492806,1.0,canteen-bar---grill
"KBS Electrical Distributors, Inc.",,,College Station,TX,,,http://kbselectric.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,kbs-electrical-distributors--inc
St. Joseph Catholic Church,,,College Station,TX,,,http://stjosephbcs.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,st--joseph-catholic-church
Stop & Go Potties,,,College Station,TX,77833,(979) 260-0006,https://stopandgopotties.com/about-us,info@bigcompany.com,,Local Chamber Member,BCS Chamber,College Station,,,,,stop---go-potties
JLA Realty,,,College Station,TX,,,http://jlarealty.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,jla-realty
Sharetea,Cafe,1025 University Drive,College Station,TX,77840,(979) 330-4078,https://shareteahouston.com/,info@shareteahouston.com,0.42,Local Independent/Franchise,OpenStreetMap,Northgate,30.6240641,-96.3397228,osm:node:10116940371,1.0,sharetea
Staybridge Suites,,,College Station,TX,,,http://staybridge.com/,,,Local Chamber Member,BCS Chamber,College Station,30.6386885,-96.3176921,osm:way:407788608,0.84,staybridge-suites
KMC Equipment,,,College Station,TX,,,http://kmcforklift.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,kmc-equipment
Saltgrass Steak House,Restaurant,4330 South Highway 6,College Station,TX,77845,(979) 690-0562,https://saltgrass.com/location/saltgrass-college-station,,5.62,Local Independent/Franchise,OpenStreetMap,College Station,30.5646974,-96.2658879,osm:way:409367381,1.0,saltgrass-steak-house
Jam Dj Entertainment,,,College Station,TX,77807,(877) 526-8191,http://jamdjevents.com/,info@jamdjentertainment.com,,Local Chamber Member,BCS Chamber,College Station,,,,,jam-dj-entertainment
J. Cody's Steaks & BBQ,,"We serve BBQ, Ribeyes, an assortment of items cooked on an open mesquite Grill, and we have a self serve all you can eat buffet with select orders., We serve BBQ, Ribeyes, an assortment of items cooked on an open mesquite Grill, and we have a self serve all you can eat buffet with select orders.",College Station,TX,77801,(979) 846-2639,http://jcodys.com/,j.codys@yahoo.com,,Local Chamber Member,BCS Chamber,College Station,,,,,j--cody-s-steaks---bbq
Kona Ice of Bryan/College Station,,,College Station,TX,,,http://kona-ice.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,kona-ice-of-bryan-college-station
Bruchez & Goss P.C.,,,College Station,TX,77802,(979) 258-6673,http://bruchez.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,bruchez---goss-p-c
Bryan Housing Authority,,,College Station,TX,77803,(979) 822-2013,http://bryanhousingauthority.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,bryan-housing-authority
Saber Bar & Grill,Restaurant,201 University Drive East,College Station,TX,77840,(979) 260-6000,https://the-saber-bar-grill.business.site/,,0.77,Local Independent/Franchise,OpenStreetMap,Northgate,30.6296175,-96.3342863,osm:node:10671928920,1.0,saber-bar---grill
"Brewer, E. Glen",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,brewer--e--glen
Stampede Coatings,,,College Station,TX,77845,(979) 213-4175,http://stampedecoatings.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,stampede-coatings
Big Brothers Big Sisters of the Brazos Valley,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,big-brothers-big-sisters-of-the-brazos-valley
"Kent Moore Cabinets, Ltd.",,,College Station,TX,,,http://kmc.net/,,,Local Chamber Member,BCS Chamber,College Station,,,,,kent-moore-cabinets--ltd
Image Solutions,,,College Station,TX,77845,(979) 778-4613,http://imagesolutions.us/,,,Local Chamber Member,BCS Chamber,College Station,,,,,image-solutions
Baylor Scott & White Convenient Care Clinic,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,baylor-scott---white-convenient-care-clinic
"Sanford, Marsha",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,sanford--marsha
"Janet Tycelia Dudding, MBA, CPA, CGFO",,,College Station,TX,,,http://underconstruction.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,janet-tycelia-dudding--mba--cpa--cgfo
Lick Honest Ice Creams,Ice Cream,143 Century Square Drive,College Station,TX,77840,(979) 704-0306,http://ilikelick.com/,,0.51,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",Century Square,30.6259076,-96.3385694,osm:node:10687604930,1.0,lick-honest-ice-creams
Stylecraft,,,College Station,TX,77845,(979) 200-4552,http://stylecraftbuilders.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,stylecraft
B/CS Metropolitan Planning Organization,,,College Station,TX,77803,(979) 260-5298,http://bcsmpo.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,b-cs-metropolitan-planning-organization
B/CS Habitat For Humanity,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,b-cs-habitat-for-humanity
Brazos Valley Affordable Housing Corp,,,College Station,TX,77802,(979) 595-2809,http://bvahc.org/,info@bvahc.org,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-affordable-housing-corp
JNB Platinum Properties,,,College Station,TX,77802,(979) 776-4300,http://jnbplatinum.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,jnb-platinum-properties
Pokeworks,Restaurant,170 Century Square Drive,College Station,TX,77840,(979) 485-5300,https://pokeworks.com/,,0.54,Local Independent/Franchise,OpenStreetMap,Century Square,30.6263708,-96.3378625,osm:node:10687604931,1.0,pokeworks
SiteOne Landscape Supply,,,College Station,TX,77845,(979) 696-6443,http://allamericanstoneandturf.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,siteone-landscape-supply
"K2 Share, LLC",,,College Station,TX,77840,(979) 260-0030,http://k2share.com/,info@k2share.com,,Local Chamber Member,BCS Chamber,College Station,,,,,k2-share--llc
Velvet Taco,Restaurant,1099 University Drive,College Station,TX,77840,(979) 213-5504,https://velvettaco.com/location/college-station,,0.43,Local Independent/Franchise,OpenStreetMap,Northgate,30.6243883,-96.3394839,osm:node:10687137408,1.0,velvet-taco
"Brazos Valley Construction, Inc.",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-construction--inc
Sunbeam Bagels & The Owl,,,College Station,TX,,,http://sunbeambagels.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,sunbeam-bagels---the-owl
K.D. Timmons,,,College Station,TX,77801,(979) 822-1394,http://kdtimmons.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,k-d--timmons
Brazos County Democratic Party,,,College Station,TX,,(979) 779-5600,http://brazosdems.org/,brazosdems@brazosdems.org,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-county-democratic-party
Chicken Oil Co.,Restaurant,3600 South College Avenue,Bryan,TX,77801,(979) 846-3306,http://chickenoilco.com/,,1.52,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",Bryan,30.6344986,-96.3543235,osm:way:414552011,1.0,chicken-oil-co
J. Cody's BBQ,Restaurant,3610 South College Avenue,Bryan,TX,77801,(979) 846-2639,https://jcodys.com/,j.codys@yahoo.com,1.44,Local Independent/Franchise,OpenStreetMap,Bryan,30.6333363,-96.3538382,osm:way:414552013,1.0,j--cody-s-bbq
Bird's Nest Gifts & Antiques,,,College Station,TX,77803,(979) 704-6256,http://birdsnestgiftsandantiques.com/,birdsnest056@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,bird-s-nest-gifts---antiques
Knife River,,,College Station,TX,,,http://kniferiver.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,knife-river
Shulman's Movie Bowl Grille - Midtown,,,College Station,TX,,(979) 429-2610,http://moviebowlgrille.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,shulman-s-movie-bowl-grille---midtown
"Jennifer Hathaway, DDS",,,College Station,TX,77802,(979) 776-6884,http://drhathaway.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,jennifer-hathaway--dds
Kerr Surveying,,,College Station,TX,77802,(979) 268-3195,https://kerrlandsurveying.com/,hello@kerrsurveying.net,,Local Chamber Member,BCS Chamber,College Station,,,,,kerr-surveying
Junior Achievement of Brazos Valley,,,College Station,TX,,(719) 540-8000,http://juniorachievement.org/web/ja-brazosvalley,elizabeth.harmon@ja.org,,Local Chamber Member,BCS Chamber,College Station,,,,,junior-achievement-of-brazos-valley
DQ Grill & Chill,Fast Food,413 East Villa Maria Road,Bryan,TX,77802,(979) 822-2914,https://dairyqueen.com/locations/tx/bryan/413-e-villa-maria-rd/3658,,1.95,Local Independent/Franchise,OpenStreetMap,Bryan,30.642535,-96.3540741,osm:way:414552030,1.0,dq-grill---chill
Joe's Place,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,joe-s-place
School of Rock,,,College Station,TX,77845,(979) 977-2019,https://locations.schoolofrock.com/bryancollegestation,bryancollegestation@schoolofrock.com,,Local Chamber Member,BCS Chamber,College Station,,,,,school-of-rock
Brazos Valley Center for Independent Living,,,College Station,TX,,,http://bvcil.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-center-for-independent-living
